Country Name,Indicator Name,Year,Value
Japan,"Life expectancy at birth, total (years)",1999,80.46097561
Poland,"Life expectancy at birth, total (years)",1999,73.04390244
United States,"Life expectancy at birth, total (years)",1999,76.58292683
South Africa,"Life expectancy at birth, total (years)",1999,59.19
Chile,"Life expectancy at birth, total (years)",2000,77.128
Costa Rica,"Life expectancy at birth, total (years)",2000,77.317
Germany,"Life expectancy at birth, total (years)",2000,77.92682927
Denmark,"Life expectancy at birth, total (years)",2000,76.59268293
Ghana,"Life expectancy at birth, total (years)",2000,58.139
Japan,"Life expectancy at birth, total (years)",2000,81.07609756
Poland,"Life expectancy at birth, total (years)",2000,73.74878049
United States,"Life expectancy at birth, total (years)",2000,76.63658537
South Africa,"Life expectancy at birth, total (years)",2000,58.368
Chile,"Life expectancy at birth, total (years)",2001,77.58
Costa Rica,"Life expectancy at birth, total (years)",2001,77.609
Germany,"Life expectancy at birth, total (years)",2001,78.32926829
Denmark,"Life expectancy at birth, total (years)",2001,76.79268293
Ghana,"Life expectancy at birth, total (years)",2001,58.403
Japan,"Life expectancy at birth, total (years)",2001,81.41634146
Poland,"Life expectancy at birth, total (years)",2001,74.2
United States,"Life expectancy at birth, total (years)",2001,76.83658537
South Africa,"Life expectancy at birth, total (years)",2001,57.161
Chile,"Life expectancy at birth, total (years)",2002,77.84
Costa Rica,"Life expectancy at birth, total (years)",2002,77.939
Germany,"Life expectancy at birth, total (years)",2002,78.22926829
Denmark,"Life expectancy at birth, total (years)",2002,76.89512195
Ghana,"Life expectancy at birth, total (years)",2002,58.709
Japan,"Life expectancy at birth, total (years)",2002,81.69073171
Poland,"Life expectancy at birth, total (years)",2002,74.49756098
United States,"Life expectancy at birth, total (years)",2002,76.93658537
South Africa,"Life expectancy at birth, total (years)",2002,55.58
Chile,"Life expectancy at birth, total (years)",2003,77.884
Costa Rica,"Life expectancy at birth, total (years)",2003,78.214
Germany,"Life expectancy at birth, total (years)",2003,78.3804878
Denmark,"Life expectancy at birth, total (years)",2003,77.14390244
Ghana,"Life expectancy at birth, total (years)",2003,59.014
Japan,"Life expectancy at birth, total (years)",2003,81.76
Poland,"Life expectancy at birth, total (years)",2003,74.59756098
United States,"Life expectancy at birth, total (years)",2003,77.03658537
South Africa,"Life expectancy at birth, total (years)",2003,54.245
Chile,"Life expectancy at birth, total (years)",2004,78.276
Costa Rica,"Life expectancy at birth, total (years)",2004,78.512
Germany,"Life expectancy at birth, total (years)",2004,78.6804878
Denmark,"Life expectancy at birth, total (years)",2004,77.49268293
Ghana,"Life expectancy at birth, total (years)",2004,59.316
Japan,"Life expectancy at birth, total (years)",2004,82.0302439
Poland,"Life expectancy at birth, total (years)",2004,74.84634146
United States,"Life expectancy at birth, total (years)",2004,77.48780488
South Africa,"Life expectancy at birth, total (years)",2004,53.963
Chile,"Life expectancy at birth, total (years)",2005,78.459
Costa Rica,"Life expectancy at birth, total (years)",2005,78.877
Germany,"Life expectancy at birth, total (years)",2005,78.93170732
Denmark,"Life expectancy at birth, total (years)",2005,77.84390244
Ghana,"Life expectancy at birth, total (years)",2005,59.638
Japan,"Life expectancy at birth, total (years)",2005,81.95512195
Poland,"Life expectancy at birth, total (years)",2005,74.99512195
United States,"Life expectancy at birth, total (years)",2005,77.48780488
South Africa,"Life expectancy at birth, total (years)",2005,53.914
Chile,"Life expectancy at birth, total (years)",2006,78.533
Costa Rica,"Life expectancy at birth, total (years)",2006,79.049
Germany,"Life expectancy at birth, total (years)",2006,79.13170732
Denmark,"Life expectancy at birth, total (years)",2006,78.09512195
Ghana,"Life expectancy at birth, total (years)",2006,59.975
Japan,"Life expectancy at birth, total (years)",2006,82.32195122
Poland,"Life expectancy at birth, total (years)",2006,75.14390244
United States,"Life expectancy at birth, total (years)",2006,77.68780488
South Africa,"Life expectancy at birth, total (years)",2006,54.22
Chile,"Life expectancy at birth, total (years)",2007,78.652
Costa Rica,"Life expectancy at birth, total (years)",2007,79.098
Germany,"Life expectancy at birth, total (years)",2007,79.53414634
Denmark,"Life expectancy at birth, total (years)",2007,78.19512195
Ghana,"Life expectancy at birth, total (years)",2007,60.282
Japan,"Life expectancy at birth, total (years)",2007,82.50707317
Poland,"Life expectancy at birth, total (years)",2007,75.24390244
United States,"Life expectancy at birth, total (years)",2007,77.98780488
South Africa,"Life expectancy at birth, total (years)",2007,54.948
Chile,"Life expectancy at birth, total (years)",2008,78.752
Costa Rica,"Life expectancy at birth, total (years)",2008,79.18
Germany,"Life expectancy at birth, total (years)",2008,79.73658537
Denmark,"Life expectancy at birth, total (years)",2008,78.44634146
Ghana,"Life expectancy at birth, total (years)",2008,60.578
Japan,"Life expectancy at birth, total (years)",2008,82.58756098
Poland,"Life expectancy at birth, total (years)",2008,75.54390244
United States,"Life expectancy at birth, total (years)",2008,78.03902439
South Africa,"Life expectancy at birth, total (years)",2008,55.982
Chile,"Life expectancy at birth, total (years)",2009,78.89
Costa Rica,"Life expectancy at birth, total (years)",2009,79.372
Germany,"Life expectancy at birth, total (years)",2009,79.83658537
Denmark,"Life expectancy at birth, total (years)",2009,78.59756098
Ghana,"Life expectancy at birth, total (years)",2009,60.928
Japan,"Life expectancy at birth, total (years)",2009,82.93146341
Poland,"Life expectancy at birth, total (years)",2009,75.69512195
United States,"Life expectancy at birth, total (years)",2009,78.3902439
South Africa,"Life expectancy at birth, total (years)",2009,57.413
Chile,"Life expectancy at birth, total (years)",2010,79.095
Costa Rica,"Life expectancy at birth, total (years)",2010,79.354
Germany,"Life expectancy at birth, total (years)",2010,79.98780488
Denmark,"Life expectancy at birth, total (years)",2010,79.1
Ghana,"Life expectancy at birth, total (years)",2010,61.297
Japan,"Life expectancy at birth, total (years)",2010,82.84268293
Poland,"Life expectancy at birth, total (years)",2010,76.24634146
United States,"Life expectancy at birth, total (years)",2010,78.54146341
South Africa,"Life expectancy at birth, total (years)",2010,58.886
Chile,"Life expectancy at birth, total (years)",2011,79.236
Costa Rica,"Life expectancy at birth, total (years)",2011,79.624
Germany,"Life expectancy at birth, total (years)",2011,80.43658537
Denmark,"Life expectancy at birth, total (years)",2011,79.8
Ghana,"Life expectancy at birth, total (years)",2011,61.617
Japan,"Life expectancy at birth, total (years)",2011,82.59121951
Poland,"Life expectancy at birth, total (years)",2011,76.69512195
United States,"Life expectancy at birth, total (years)",2011,78.64146341
South Africa,"Life expectancy at birth, total (years)",2011,60.602
Chile,"Life expectancy at birth, total (years)",2012,79.221
Costa Rica,"Life expectancy at birth, total (years)",2012,79.925
Germany,"Life expectancy at birth, total (years)",2012,80.53902439
Denmark,"Life expectancy at birth, total (years)",2012,80.05121951
Ghana,"Life expectancy at birth, total (years)",2012,61.995
Japan,"Life expectancy at birth, total (years)",2012,83.09609756
Poland,"Life expectancy at birth, total (years)",2012,76.74634146
United States,"Life expectancy at birth, total (years)",2012,78.74146341
South Africa,"Life expectancy at birth, total (years)",2012,61.737
Chile,"Life expectancy at birth, total (years)",2013,79.551
Costa Rica,"Life expectancy at birth, total (years)",2013,80.189
Germany,"Life expectancy at birth, total (years)",2013,80.4902439
Denmark,"Life expectancy at birth, total (years)",2013,80.3
Ghana,"Life expectancy at birth, total (years)",2013,62.397
Japan,"Life expectancy at birth, total (years)",2013,83.33195122
Poland,"Life expectancy at birth, total (years)",2013,77.0
United States,"Life expectancy at birth, total (years)",2013,78.74146341
South Africa,"Life expectancy at birth, total (years)",2013,62.388
Chile,"Life expectancy at birth, total (years)",2014,79.714
Costa Rica,"Life expectancy at birth, total (years)",2014,80.231
Germany,"Life expectancy at birth, total (years)",2014,81.0902439
Denmark,"Life expectancy at birth, total (years)",2014,80.7
Ghana,"Life expectancy at birth, total (years)",2014,62.832
Japan,"Life expectancy at birth, total (years)",2014,83.58780488
Poland,"Life expectancy at birth, total (years)",2014,77.60243902
United States,"Life expectancy at birth, total (years)",2014,78.84146341
South Africa,"Life expectancy at birth, total (years)",2014,63.184
Chile,"Life expectancy at birth, total (years)",2015,80.008
Costa Rica,"Life expectancy at birth, total (years)",2015,80.407
Germany,"Life expectancy at birth, total (years)",2015,80.64146341
Denmark,"Life expectancy at birth, total (years)",2015,80.70243902
Ghana,"Life expectancy at birth, total (years)",2015,63.175
Japan,"Life expectancy at birth, total (years)",2015,83.79390244
Poland,"Life expectancy at birth, total (years)",2015,77.45121951
United States,"Life expectancy at birth, total (years)",2015,78.6902439
South Africa,"Life expectancy at birth, total (years)",2015,64.053
Chile,"Life expectancy at birth, total (years)",2016,80.295
Costa Rica,"Life expectancy at birth, total (years)",2016,79.988
Germany,"Life expectancy at birth, total (years)",2016,80.9902439
Denmark,"Life expectancy at birth, total (years)",2016,80.85365854
Ghana,"Life expectancy at birth, total (years)",2016,63.522
Japan,"Life expectancy at birth, total (years)",2016,83.98487805
Poland,"Life expectancy at birth, total (years)",2016,77.85121951
United States,"Life expectancy at birth, total (years)",2016,78.53902439
South Africa,"Life expectancy at birth, total (years)",2016,64.749
Chile,"Life expectancy at birth, total (years)",2017,80.61
Costa Rica,"Life expectancy at birth, total (years)",2017,79.994
Germany,"Life expectancy at birth, total (years)",2017,80.99268293
Denmark,"Life expectancy at birth, total (years)",2017,81.10243902
Ghana,"Life expectancy at birth, total (years)",2017,63.829
Japan,"Life expectancy at birth, total (years)",2017,84.0997561
Poland,"Life expectancy at birth, total (years)",2017,77.75365854
United States,"Life expectancy at birth, total (years)",2017,78.53902439
South Africa,"Life expectancy at birth, total (years)",2017,65.422
Chile,"Life expectancy at birth, total (years)",2018,80.559
Costa Rica,"Life expectancy at birth, total (years)",2018,80.09
Germany,"Life expectancy at birth, total (years)",2018,80.89268293
Denmark,"Life expectancy at birth, total (years)",2018,80.95365854
Ghana,"Life expectancy at birth, total (years)",2018,64.138
Japan,"Life expectancy at birth, total (years)",2018,84.21097561
Poland,"Life expectancy at birth, total (years)",2018,77.60243902
United States,"Life expectancy at birth, total (years)",2018,78.63902439
South Africa,"Life expectancy at birth, total (years)",2018,65.726
Chile,"Life expectancy at birth, total (years)",2019,80.324
Costa Rica,"Life expectancy at birth, total (years)",2019,80.296
Germany,"Life expectancy at birth, total (years)",2019,81.29268293
Denmark,"Life expectancy at birth, total (years)",2019,81.45121951
Ghana,"Life expectancy at birth, total (years)",2019,64.455
Japan,"Life expectancy at birth, total (years)",2019,84.35634146
Poland,"Life expectancy at birth, total (years)",2019,77.90487805
United States,"Life expectancy at birth, total (years)",2019,78.78780488
South Africa,"Life expectancy at birth, total (years)",2019,66.071
Chile,"Life expectancy at birth, total (years)",2020,79.349
Costa Rica,"Life expectancy at birth, total (years)",2020,79.725
Germany,"Life expectancy at birth, total (years)",2020,81.04146341
Denmark,"Life expectancy at birth, total (years)",2020,81.60243902
Ghana,"Life expectancy at birth, total (years)",2020,64.309
Japan,"Life expectancy at birth, total (years)",2020,84.56
Poland,"Life expectancy at birth, total (years)",2020,76.4
United States,"Life expectancy at birth, total (years)",2020,76.9804878
South Africa,"Life expectancy at birth, total (years)",2020,65.15
Chile,"Life expectancy at birth, total (years)",2021,78.876
Costa Rica,"Life expectancy at birth, total (years)",2021,78.05
Germany,"Life expectancy at birth, total (years)",2021,80.7902439
Denmark,"Life expectancy at birth, total (years)",2021,81.40487805
Ghana,"Life expectancy at birth, total (years)",2021,64.286
Japan,"Life expectancy at birth, total (years)",2021,84.44560976
Poland,"Life expectancy at birth, total (years)",2021,75.35121951
United States,"Life expectancy at birth, total (years)",2021,76.32926829
South Africa,"Life expectancy at birth, total (years)",2021,62.01
Chile,"Life expectancy at birth, total (years)",2022,79.176
Costa Rica,"Life expectancy at birth, total (years)",2022,79.316
Germany,"Life expectancy at birth, total (years)",2022,80.60804878
Denmark,"Life expectancy at birth, total (years)",2022,81.30487805
Ghana,"Life expectancy at birth, total (years)",2022,65.246
Japan,"Life expectancy at birth, total (years)",2022,83.99634146
Poland,"Life expectancy at birth, total (years)",2022,77.15609756
United States,"Life expectancy at birth, total (years)",2022,77.43414634
South Africa,"Life expectancy at birth, total (years)",2022,65.454
Chile,"Life expectancy at birth, total (years)",2023,81.167
Costa Rica,"Life expectancy at birth, total (years)",2023,80.799
Germany,"Life expectancy at birth, total (years)",2023,80.54146341
Denmark,"Life expectancy at birth, total (years)",2023,81.85365854
Ghana,"Life expectancy at birth, total (years)",2023,65.498
Japan,"Life expectancy at birth, total (years)",2023,84.04121951
Poland,"Life expectancy at birth, total (years)",2023,78.50731707
United States,"Life expectancy at birth, total (years)",2023,78.38536585
South Africa,"Life expectancy at birth, total (years)",2023,66.139
Chile,"Life expectancy at birth, total (years)",2024,
Costa Rica,"Life expectancy at birth, total (years)",2024,
Germany,"Life expectancy at birth, total (years)",2024,
Denmark,"Life expectancy at birth, total (years)",2024,
Ghana,"Life expectancy at birth, total (years)",2024,
Japan,"Life expectancy at birth, total (years)",2024,
Poland,"Life expectancy at birth, total (years)",2024,
United States,"Life expectancy at birth, total (years)",2024,
South Africa,"Life expectancy at birth, total (years)",2024,
Chile,Current health expenditure (% of GDP),1980,
Costa Rica,Current health expenditure (% of GDP),1980,
Germany,Current health expenditure (% of GDP),1980,
Denmark,Current health expenditure (% of GDP),1980,
Ghana,Current health expenditure (% of GDP),1980,
Japan,Current health expenditure (% of GDP),1980,
Poland,Current health expenditure (% of GDP),1980,
United States,Current health expenditure (% of GDP),1980,
South Africa,Current health expenditure (% of GDP),1980,
Chile,Current health expenditure (% of GDP),1981,
Costa Rica,Current health expenditure (% of GDP),1981,
Germany,Current health expenditure (% of GDP),1981,
Denmark,Current health expenditure (% of GDP),1981,
Ghana,Current health expenditure (% of GDP),1981,
Japan,Current health expenditure (% of GDP),1981,
Poland,Current health expenditure (% of GDP),1981,
United States,Current health expenditure (% of GDP),1981,
South Africa,Current health expenditure (% of GDP),1981,
Chile,Current health expenditure (% of GDP),1982,
Costa Rica,Current health expenditure (% of GDP),1982,
Germany,Current health expenditure (% of GDP),1982,
Denmark,Current health expenditure (% of GDP),1982,
Ghana,Current health expenditure (% of GDP),1982,
Japan,Current health expenditure (% of GDP),1982,
Poland,Current health expenditure (% of GDP),1982,
United States,Current health expenditure (% of GDP),1982,
South Africa,Current health expenditure (% of GDP),1982,
Chile,Current health expenditure (% of GDP),1983,
Costa Rica,Current health expenditure (% of GDP),1983,
Germany,Current health expenditure (% of GDP),1983,
Denmark,Current health expenditure (% of GDP),1983,
Ghana,Current health expenditure (% of GDP),1983,
Japan,Current health expenditure (% of GDP),1983,
Poland,Current health expenditure (% of GDP),1983,
United States,Current health expenditure (% of GDP),1983,
South Africa,Current health expenditure (% of GDP),1983,
Chile,Current health expenditure (% of GDP),1984,
Costa Rica,Current health expenditure (% of GDP),1984,
Germany,Current health expenditure (% of GDP),1984,
Denmark,Current health expenditure (% of GDP),1984,
Ghana,Current health expenditure (% of GDP),1984,
Japan,Current health expenditure (% of GDP),1984,
Poland,Current health expenditure (% of GDP),1984,
United States,Current health expenditure (% of GDP),1984,
South Africa,Current health expenditure (% of GDP),1984,
Chile,Current health expenditure (% of GDP),1985,
Costa Rica,Current health expenditure (% of GDP),1985,
Germany,Current health expenditure (% of GDP),1985,
Denmark,Current health expenditure (% of GDP),1985,
Ghana,Current health expenditure (% of GDP),1985,
Japan,Current health expenditure (% of GDP),1985,
Poland,Current health expenditure (% of GDP),1985,
United States,Current health expenditure (% of GDP),1985,
South Africa,Current health expenditure (% of GDP),1985,
Chile,Current health expenditure (% of GDP),1986,
Costa Rica,Current health expenditure (% of GDP),1986,
Germany,Current health expenditure (% of GDP),1986,
Denmark,Current health expenditure (% of GDP),1986,
Ghana,Current health expenditure (% of GDP),1986,
Japan,Current health expenditure (% of GDP),1986,
Poland,Current health expenditure (% of GDP),1986,
United States,Current health expenditure (% of GDP),1986,
South Africa,Current health expenditure (% of GDP),1986,
Chile,Current health expenditure (% of GDP),1987,
Costa Rica,Current health expenditure (% of GDP),1987,
Germany,Current health expenditure (% of GDP),1987,
Denmark,Current health expenditure (% of GDP),1987,
Ghana,Current health expenditure (% of GDP),1987,
Japan,Current health expenditure (% of GDP),1987,
Poland,Current health expenditure (% of GDP),1987,
United States,Current health expenditure (% of GDP),1987,
South Africa,Current health expenditure (% of GDP),1987,
Chile,Current health expenditure (% of GDP),1988,
Costa Rica,Current health expenditure (% of GDP),1988,
Germany,Current health expenditure (% of GDP),1988,
Denmark,Current health expenditure (% of GDP),1988,
Ghana,Current health expenditure (% of GDP),1988,
Japan,Current health expenditure (% of GDP),1988,
Poland,Current health expenditure (% of GDP),1988,
United States,Current health expenditure (% of GDP),1988,
South Africa,Current health expenditure (% of GDP),1988,
Chile,Current health expenditure (% of GDP),1989,
Costa Rica,Current health expenditure (% of GDP),1989,
Germany,Current health expenditure (% of GDP),1989,
Denmark,Current health expenditure (% of GDP),1989,
Ghana,Current health expenditure (% of GDP),1989,
Japan,Current health expenditure (% of GDP),1989,
Poland,Current health expenditure (% of GDP),1989,
United States,Current health expenditure (% of GDP),1989,
South Africa,Current health expenditure (% of GDP),1989,
Chile,Current health expenditure (% of GDP),1990,
Costa Rica,Current health expenditure (% of GDP),1990,
Germany,Current health expenditure (% of GDP),1990,
Denmark,Current health expenditure (% of GDP),1990,
Ghana,Current health expenditure (% of GDP),1990,
Japan,Current health expenditure (% of GDP),1990,
Poland,Current health expenditure (% of GDP),1990,
United States,Current health expenditure (% of GDP),1990,
South Africa,Current health expenditure (% of GDP),1990,
Chile,Current health expenditure (% of GDP),1991,
Costa Rica,Current health expenditure (% of GDP),1991,
Germany,Current health expenditure (% of GDP),1991,
Denmark,Current health expenditure (% of GDP),1991,
Ghana,Current health expenditure (% of GDP),1991,
Japan,Current health expenditure (% of GDP),1991,
Poland,Current health expenditure (% of GDP),1991,
United States,Current health expenditure (% of GDP),1991,
South Africa,Current health expenditure (% of GDP),1991,
Chile,Current health expenditure (% of GDP),1992,
Costa Rica,Current health expenditure (% of GDP),1992,
Germany,Current health expenditure (% of GDP),1992,
Denmark,Current health expenditure (% of GDP),1992,
Ghana,Current health expenditure (% of GDP),1992,
Japan,Current health expenditure (% of GDP),1992,
Poland,Current health expenditure (% of GDP),1992,
United States,Current health expenditure (% of GDP),1992,
South Africa,Current health expenditure (% of GDP),1992,
Chile,Current health expenditure (% of GDP),1993,
Costa Rica,Current health expenditure (% of GDP),1993,
Germany,Current health expenditure (% of GDP),1993,
Denmark,Current health expenditure (% of GDP),1993,
Ghana,Current health expenditure (% of GDP),1993,
Japan,Current health expenditure (% of GDP),1993,
Poland,Current health expenditure (% of GDP),1993,
United States,Current health expenditure (% of GDP),1993,
South Africa,Current health expenditure (% of GDP),1993,
Chile,Current health expenditure (% of GDP),1994,
Costa Rica,Current health expenditure (% of GDP),1994,
Germany,Current health expenditure (% of GDP),1994,
Denmark,Current health expenditure (% of GDP),1994,
Ghana,Current health expenditure (% of GDP),1994,
Japan,Current health expenditure (% of GDP),1994,
Poland,Current health expenditure (% of GDP),1994,
United States,Current health expenditure (% of GDP),1994,
South Africa,Current health expenditure (% of GDP),1994,
Chile,Current health expenditure (% of GDP),1995,
Costa Rica,Current health expenditure (% of GDP),1995,
Germany,Current health expenditure (% of GDP),1995,
Denmark,Current health expenditure (% of GDP),1995,
Ghana,Current health expenditure (% of GDP),1995,
Japan,Current health expenditure (% of GDP),1995,
Poland,Current health expenditure (% of GDP),1995,
United States,Current health expenditure (% of GDP),1995,
South Africa,Current health expenditure (% of GDP),1995,
Chile,Current health expenditure (% of GDP),1996,
Costa Rica,Current health expenditure (% of GDP),1996,
Germany,Current health expenditure (% of GDP),1996,
Denmark,Current health expenditure (% of GDP),1996,
Ghana,Current health expenditure (% of GDP),1996,
Japan,Current health expenditure (% of GDP),1996,
Poland,Current health expenditure (% of GDP),1996,
United States,Current health expenditure (% of GDP),1996,
South Africa,Current health expenditure (% of GDP),1996,
Chile,Current health expenditure (% of GDP),1997,
Costa Rica,Current health expenditure (% of GDP),1997,
Germany,Current health expenditure (% of GDP),1997,
Denmark,Current health expenditure (% of GDP),1997,
Ghana,Current health expenditure (% of GDP),1997,
Japan,Current health expenditure (% of GDP),1997,
Poland,Current health expenditure (% of GDP),1997,
United States,Current health expenditure (% of GDP),1997,
South Africa,Current health expenditure (% of GDP),1997,
Chile,Current health expenditure (% of GDP),1998,
Costa Rica,Current health expenditure (% of GDP),1998,
Germany,Current health expenditure (% of GDP),1998,
Denmark,Current health expenditure (% of GDP),1998,
Ghana,Current health expenditure (% of GDP),1998,
Japan,Current health expenditure (% of GDP),1998,
Poland,Current health expenditure (% of GDP),1998,
United States,Current health expenditure (% of GDP),1998,
South Africa,Current health expenditure (% of GDP),1998,
Chile,Current health expenditure (% of GDP),1999,
Costa Rica,Current health expenditure (% of GDP),1999,
Germany,Current health expenditure (% of GDP),1999,
Denmark,Current health expenditure (% of GDP),1999,
Ghana,Current health expenditure (% of GDP),1999,
Japan,Current health expenditure (% of GDP),1999,
Poland,Current health expenditure (% of GDP),1999,
United States,Current health expenditure (% of GDP),1999,
South Africa,Current health expenditure (% of GDP),1999,
Chile,Current health expenditure (% of GDP),2000,7.00020742
Costa Rica,Current health expenditure (% of GDP),2000,6.56498718
Germany,Current health expenditure (% of GDP),2000,9.88843536
Denmark,Current health expenditure (% of GDP),2000,8.10438347
Ghana,Current health expenditure (% of GDP),2000,1.7894485
Japan,Current health expenditure (% of GDP),2000,7.03456163
Poland,Current health expenditure (% of GDP),2000,5.28789568
United States,Current health expenditure (% of GDP),2000,12.49002552
South Africa,Current health expenditure (% of GDP),2000,7.3366189
Chile,Current health expenditure (% of GDP),2001,7.09733105
Costa Rica,Current health expenditure (% of GDP),2001,6.47409868
Germany,Current health expenditure (% of GDP),2001,9.92069149
Denmark,Current health expenditure (% of GDP),2001,8.44832516
Ghana,Current health expenditure (% of GDP),2001,2.00262952
Japan,Current health expenditure (% of GDP),2001,7.23947906
Poland,Current health expenditure (% of GDP),2001,5.66721439
United States,Current health expenditure (% of GDP),2001,13.16816998
South Africa,Current health expenditure (% of GDP),2001,7.12327909
Chile,Current health expenditure (% of GDP),2002,7.20833778
Costa Rica,Current health expenditure (% of GDP),2002,6.8690877
Germany,Current health expenditure (% of GDP),2002,10.18365669
Denmark,Current health expenditure (% of GDP),2002,8.70251179
Ghana,Current health expenditure (% of GDP),2002,2.0873971
Japan,Current health expenditure (% of GDP),2002,7.35235405
Poland,Current health expenditure (% of GDP),2002,6.06724358
United States,Current health expenditure (% of GDP),2002,13.99534702
South Africa,Current health expenditure (% of GDP),2002,6.67774487
Chile,Current health expenditure (% of GDP),2003,7.25047779
Costa Rica,Current health expenditure (% of GDP),2003,6.9691925
Germany,Current health expenditure (% of GDP),2003,10.40202236
Denmark,Current health expenditure (% of GDP),2003,8.9036293
Ghana,Current health expenditure (% of GDP),2003,2.29618859
Japan,Current health expenditure (% of GDP),2003,7.48654842
Poland,Current health expenditure (% of GDP),2003,5.95371294
United States,Current health expenditure (% of GDP),2003,14.50558472
South Africa,Current health expenditure (% of GDP),2003,7.04098177
Chile,Current health expenditure (% of GDP),2004,6.91028595
Costa Rica,Current health expenditure (% of GDP),2004,6.63006067
Germany,Current health expenditure (% of GDP),2004,10.14603233
Denmark,Current health expenditure (% of GDP),2004,9.00743198
Ghana,Current health expenditure (% of GDP),2004,2.5311327
Japan,Current health expenditure (% of GDP),2004,7.53518438
Poland,Current health expenditure (% of GDP),2004,5.86845207
United States,Current health expenditure (% of GDP),2004,14.55123425
South Africa,Current health expenditure (% of GDP),2004,6.938416
Chile,Current health expenditure (% of GDP),2005,6.62372065
Costa Rica,Current health expenditure (% of GDP),2005,6.66429663
Germany,Current health expenditure (% of GDP),2005,10.31153965
Denmark,Current health expenditure (% of GDP),2005,9.0905695
Ghana,Current health expenditure (% of GDP),2005,3.50288439
Japan,Current health expenditure (% of GDP),2005,7.65818596
Poland,Current health expenditure (% of GDP),2005,5.80689144
United States,Current health expenditure (% of GDP),2005,14.57945919
South Africa,Current health expenditure (% of GDP),2005,6.86216164
Chile,Current health expenditure (% of GDP),2006,6.07235622
Costa Rica,Current health expenditure (% of GDP),2006,6.93530846
Germany,Current health expenditure (% of GDP),2006,10.17995167
Denmark,Current health expenditure (% of GDP),2006,9.16879559
Ghana,Current health expenditure (% of GDP),2006,3.92255616
Japan,Current health expenditure (% of GDP),2006,7.68688869
Poland,Current health expenditure (% of GDP),2006,5.80280542
United States,Current health expenditure (% of GDP),2006,14.7087841
South Africa,Current health expenditure (% of GDP),2006,6.87650871
Chile,Current health expenditure (% of GDP),2007,6.21259642
Costa Rica,Current health expenditure (% of GDP),2007,6.99642611
Germany,Current health expenditure (% of GDP),2007,10.05132961
Denmark,Current health expenditure (% of GDP),2007,9.3251543
Ghana,Current health expenditure (% of GDP),2007,3.96242404
Japan,Current health expenditure (% of GDP),2007,7.77935696
Poland,Current health expenditure (% of GDP),2007,5.87339211
United States,Current health expenditure (% of GDP),2007,14.91832638
South Africa,Current health expenditure (% of GDP),2007,6.90510845
Chile,Current health expenditure (% of GDP),2008,6.73954487
Costa Rica,Current health expenditure (% of GDP),2008,7.4685483
Germany,Current health expenditure (% of GDP),2008,10.25128746
Denmark,Current health expenditure (% of GDP),2008,9.51134396
Ghana,Current health expenditure (% of GDP),2008,3.95173097
Japan,Current health expenditure (% of GDP),2008,8.08909321
Poland,Current health expenditure (% of GDP),2008,6.37592173
United States,Current health expenditure (% of GDP),2008,15.2072401
South Africa,Current health expenditure (% of GDP),2008,7.14832258
Chile,Current health expenditure (% of GDP),2009,7.25026846
Costa Rica,Current health expenditure (% of GDP),2009,7.86019182
Germany,Current health expenditure (% of GDP),2009,11.23791218
Denmark,Current health expenditure (% of GDP),2009,10.67432022
Ghana,Current health expenditure (% of GDP),2009,4.40091085
Japan,Current health expenditure (% of GDP),2009,8.9587822
Poland,Current health expenditure (% of GDP),2009,6.587708
United States,Current health expenditure (% of GDP),2009,16.20067787
South Africa,Current health expenditure (% of GDP),2009,7.64941454
Chile,Current health expenditure (% of GDP),2010,6.81958389
Costa Rica,Current health expenditure (% of GDP),2010,8.02937698
Germany,Current health expenditure (% of GDP),2010,11.09592915
Denmark,Current health expenditure (% of GDP),2010,10.60774708
Ghana,Current health expenditure (% of GDP),2010,4.73425055
Japan,Current health expenditure (% of GDP),2010,9.0630064
Poland,Current health expenditure (% of GDP),2010,6.46800566
United States,Current health expenditure (% of GDP),2010,16.19723129
South Africa,Current health expenditure (% of GDP),2010,7.79358244
Chile,Current health expenditure (% of GDP),2011,6.79947519
Costa Rica,Current health expenditure (% of GDP),2011,8.12197781
Germany,Current health expenditure (% of GDP),2011,10.77844906
Denmark,Current health expenditure (% of GDP),2011,10.40702915
Ghana,Current health expenditure (% of GDP),2011,4.4685564
Japan,Current health expenditure (% of GDP),2011,10.48780155
Poland,Current health expenditure (% of GDP),2011,6.28671598
United States,Current health expenditure (% of GDP),2011,16.14000893
South Africa,Current health expenditure (% of GDP),2011,7.94434404
Chile,Current health expenditure (% of GDP),2012,7.01951265
Costa Rica,Current health expenditure (% of GDP),2012,7.78642273
Germany,Current health expenditure (% of GDP),2012,10.85345554
Denmark,Current health expenditure (% of GDP),2012,10.5219717
Ghana,Current health expenditure (% of GDP),2012,3.91583276
Japan,Current health expenditure (% of GDP),2012,10.67169094
Poland,Current health expenditure (% of GDP),2012,6.2652421
United States,Current health expenditure (% of GDP),2012,16.11974716
South Africa,Current health expenditure (% of GDP),2012,8.00428867
Chile,Current health expenditure (% of GDP),2013,7.47552681
Costa Rica,Current health expenditure (% of GDP),2013,7.68229342
Germany,Current health expenditure (% of GDP),2013,10.99905777
Denmark,Current health expenditure (% of GDP),2013,10.32915878
Ghana,Current health expenditure (% of GDP),2013,4.59225416
Japan,Current health expenditure (% of GDP),2013,10.67438698
